posts,science
"The number of new corals on Australia's Great Barrier Reef has plunged by 89% since unprecedented bleaching events in 2016 and 2017, scientists say. The events, which damaged two-thirds of the world's largest reef system, are now being blamed for triggering a collapse in coral re-growth last year.",1
"The Economic Burden of Elevated Blood Glucose Levels in 2017: Diagnosed and Undiagnosed Diabetes, Gestational Diabetes, and Prediabetes : The economic burden reached $404 billion in 2017, combined, an economic burden of $1,240 for each American in 2017",1
"Health effects of dietary risks in 195 countries, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017",1
Range-wide population genetic structure of wombats analysed for the first time,1
Using sleep disorder to predict Parkinson’s disease - McGill Reporter,1
Study finds fecal contamination in the majority of Madrid's black market marijuana hash,1
Oral sex is associated with reduced incidence of recurrent miscarriage,1
"Living near protected areas can have positive impacts on human well-being. Households situated near protected areas associated with tourism had higher levels of wealth, by 17 percent, and lower levels of poverty by 16 percent, compared to similar households living far from the protected areas.",1
An unusual class of molecules could revolutionise the electronics industry,1
Photons trained for Singapore optical fibre obstacle course will deliver stronger cyber security,1
"The Influence of Female Lead Characters in Political TV Shows: New study finds link between female lead characters on political dramas and greater political interest, engagement and self-efficacy. [Full paper free access]",1
When Giant Stick Insects Play With Colors: Molecular Phylogeny of the Achriopterini and Description of Two New Splendid Species (Phasmatodea: Achrioptera) From Madagascar,1
"Counties with more trees and shrubs spend less on Medicare, finds new study from 3,086 of the 3,103 counties in the continental U.S. The relationship persists even when accounting for economic, geographic or other factors that might independently influence health care costs.",1
Boys trapped in Thai cave were drugged for risky rescue dives,1
Comparison of gender-linked population cancer risks finds that one bottle of wine per week increases overall lifetime cancer risk an equal amount to five (men) or ten cigarettes per week (women),1
Scientists for the first time have found strong evidence that RNA and DNA could have arisen from the same set of precursor molecules even before life evolved on Earth about four billion years ago,1
"Research shows impact of poverty on children’s brain activity - Children from lower-income backgrounds, where mothers also had a low level of education, had weaker brain activity and were more likely to be distracted, finds a new study based on children from rural India and Midwest America.",1
"Scientists now able to deliver oral antibody treatments for fighting gut diseases (as well as inflammatory diseases like ulcerative colitis and Crohn's), and also develop a manufacturing process for creating these drugs",1
Proceedings of the National Academy of Sciences: an agent-based model of the War on Drugs successfully shows how US-led drug interdiction has actually helped cocaine traffickers conquer swathes of Central America,1
"Housing with improved water and sanitation, sufficient living area and durable construction has doubled in sub-Saharan Africa between 2000 and 2015, according to research published in Nature",1
"Jellyfish inspired electronic skin is transparent, stretchable, touch-sensitive, and self-healing in aquatic environments. It's a gel consisting of a fluorocarbon-based polymer and a fluorine-rich ionic liquid that when combined via highly reversible ion–dipole interactions, allows it to self-heal.",1
"Dubstep music by Skrillex was found to protect against mosquito bites in a new study, with its mix of very high and very low frequencies. Such music, which appears to delay host attack, reduce blood feeding, and disrupt mating, may provide new avenues for music-based personal protective measures.",1
Gut microbiome may be the reason why cancer immunotherapy works for some but not all. New study shows that mice with certain gut bacteria could fight off melanoma effectively while those without couldn’t.,1
"New research from Rice University indicates that mindless switching between digital devices is associated with increased susceptibility to food temptations and lack of self-control, which may result in weight gain.",1
"New technique developed that makes transparent polythene films as strong as aluminium. Applications include impact resistant glazing, windscreens, and video displays in phones, tablets, etc.",1
"Scientists achieved real-time atom rearrangement monitoring using aberration-corrected scanning transmission electron microscopy during the synthesis of nanoparticles. In other words, they captured live, atomic-level detail of nanoparticle formation",1
"Scientists devise a constantly deformable wing optimizable for takeoff, landing, maneuvering, and cruising - design consists of identical building blocks to form a lattice structure that is then covered by polymer film, that can be assembled using robots (has 5.6kg/cubic meter density)",1
First bacterial genome created entirely with a computer,1
"/r/Science is NOT doing April Fool's Jokes, instead the moderation team will be answering your questions, Ask Us Anything!",1
"Figures show more than two million Londoners living in areas exceeding legal air limits – including 400,000 children. Mayor publishes new data underlining scale of capital’s air quality challenge",1
"Methane finally confirmed on Mars. The new research doesn’t say what might produce the methane, but identifies the likely source as Aeolis Mensae, a region known to be on a tectonic transition zone. Though geological processes could be responsible, on Earth, over 90% of methane is produced by life.",1
"More than 500 U.S. children have been struck by a mysterious paralyzing illness over the past decade, more than 200 of them just last year",1
Federal report on climate change shows Canada warming at twice the rate of rest of world,1
"To insects, antlions are horrifying creatures that dig pits like the Sarlacc in Return of the Jedi. Scientists just figured out how the strange larva make their exquisite sand traps.",1
"In the largest-ever genome-wide association study (GWAS) of both traits in the same population, a team of researchers has found 18 genetic variants of significance associated with either heavy alcohol consumption, AUD, or both.",1
Scientists find that ecological patterns for soil microbe communities can be predicted between similar ecosystems on a global scale,1
"Restrictions on new housing in high-productivity cities (e.g. New York, San Francisco) lowered US productivity growth by 36% from 1964 to 2009. In the absence of onerous zoning regulations, US GDP would be 3.7% higher (which translates into an additional $3,685 in average annual earnings).",1
No Support for Historical Candidate Gene or Candidate Gene-by-Interaction Hypotheses for Major Depression Across Multiple Large Samples: Early hypotheses about depression candidate genes may be incorrect and previous observed associations for depression candidate genes are likely false positives,1
"The Transpolar Drift is faltering -- sea ice is now melting before it can leave the nursery. Two decades ago, roughly half the ice from Russia's shelf seas made this transarctic journey. Today only 20 percent does",1
"Neurotic people (characterised by emotional instability and lack of resilience) have noisier, more chaotic minds, suggests new research (n=541), with inverse correlation between it and mindfulness – neurotic folk are so distracted about the past and future that it is difficult to be in the present.",1
Importance of Encouraging Scientists to Bug Members of Congress | Annals of the Entomological Society Of America,1
A CRISPR Approach to Treating Sickle Cell,1
"Hints of mysterious religion discovered in world’s highest lake. Gold artifacts, precious shells, and evidence of animal sacrifice in Lake Titicaca point to a belief system that helped organize the ancient Tiwanaku state, researchers claim.",1
"Contrary to prior belief, the white blood cells enter the spleen primarily via vessels in the red pulp. These research results change thoroughly our perception of the spleen and its production of antibodies vital for the human body.",1
"Long-Distance Transportation Causes Temperature Stress in the Honey Bee, Apis mellifera (Hymenoptera: Apidae)",1
"Dolphins clever enough to use sponges as tools deal with climate change better, study finds | But marine heatwave linked to climate change still caused 12 per cent decline in survival rates",1
"Intellectually humble people tend to possess more knowledge, suggests a new study (n=1,189). The new findings also provide some insights into the particular traits that could explain the link between intellectual humility and knowledge acquisition.",1
"Researchers uncover conclusive evidence linking sea level rise and ocean oxygen depletion to the widespread decimation of marine species ~430 million years ago, during the early Silurian (Llandovery–Wenlock boundary) mass extinction",1
Modeling cocaine traffickers and counterdrug interdiction forces as a complex adaptive system,1
Turbulences theory closer high-energy physics than previously thought,1
Histone Modifications as an Intersection Between Diet and Longevity,1
Chemists Uncover Rules of Thumb to Help with Computational Screening of MOF Catalysts,1
Tumor Specific Immune Receptors Computationally Identifiable,1
"To develop a new method of underwater plasma generation, scientists used 3D printing to replicate the shape of a pistol shrimp's snapping claw. The discovery could lead to significant improvements in the development of water sterilization, drilling, and more.",1
Aluminium and fluoride in drinking water in relation to later dementia risk,1
PNAS study on diversity training found the people most likely to change behaviors are those that training is designed to elevate: Women and racial minorities. American men were also the least likely to be affected by diversity training.,1
Chicago tops list of most dangerous cities for migrating birds. A combination of light pollution and geography results in birds becoming attracted to and disoriented by lights and crashing into buildings.,1
"For the first time, scientists have engineered a designer membraneless organelle in a living mammalian cell, that can build proteins from natural and synthetic amino acids carrying new functionality, allowing scientists to study, tailor, and control cellular function in more detail.",1
Pandemrix-induced narcolepsy is associated with genes related to immunity and neuronal survival,1
Probiotics can evolve inside the body and have the potential to become less effective and sometimes even harmful. Researchers studying a strain of E. coli for sale in Europe as an anti-diarrheal probiotic found that the bacteria’s DNA changed after living in mice’s intestines for a few weeks.,1
"Two Yale studies confirm existence of galaxies with almost no dark matter: ""No one knew that such galaxies existed...Our hope is that this will take us one step further in understanding one of the biggest mysteries in our universe -- the nature of dark matter.”",1
Shape-Shifting Mitochondria Direct Stem Cells’ Fate,1
"Maternal diet during pregnancy may modulate the risk of ADHD symptoms in children, suggests a new study (n=642), which found that at age seven years, the number of ADHD symptoms increased by 13% per each unit increase in the omega-6:omega-3 ratio in umbilical cord plasma.",1
"Discrepancies between genders in-terms of functional connectivity during fetal brain development; associations between GA &amp; posterior Cingulate-temporal pole &amp; fronto-cerebellar FC were observed in females only, whereas the GA &amp; increased intracerebellar FC association was stronger in males.",1
"Beyond Willpower: Strategies for Reducing Failures of Self-Control-- Researchers examine the research on different strategies to prevent self-control failures and propose a theoretical framework to organize these strategies, as well as summarize policy-relevant research and interventions.",1
"Tasmanian devils 'adapting to coexist with cancer', suggests a new study in the journal Ecology, which found the animals' immune system to be modifying to combat the Devil Facial Tumour Disease (DFTD). Forecast for next 100 years - 57% of scenarios see DFTD fading out and 22% predict coexistence.",1
Virginia Tech researchers decipher and codify the universal language of honey bees,1
"The Making of Tupaia’s Map: A Story of the Extent and Mastery of Polynesian Navigation, Competing Systems of Wayfinding on James Cook’s Endeavour, and the Invention of an Ingenious Cartographic System",1
"A bacterium responsible for about 10% of hospital-acquired infections in the US uses a virus in a symbiotic relationship to trick our immune system into ignoring it, finds a new study, which could explain why the body tolerates some microbes and lead to better treatments for chronic infections.",1
A study has found musical training produces lasting improvements to a cognitive mechanism that helps individuals be more attentive and less likely to be distracted by irrelevant stimuli while performing demanding tasks.,1
Formation of a New Great Dark Spot on Neptune in 2018,1
"""Reliance on revenue from fines and forfeitures in cities is not associated with budgetary need or public safety provision, but is instead associated with larger minority populations and the racial representativeness of law enforcement agencies.""",1
Regulation of arousal via brain–computer interface that generates a neurofeedback signal which dynamically adjusts an individual’s arousal state while they are engaged in a demanding sensory-motor task found to improve performance,1
"Exercise is more critical than diet to maintain weight loss, suggests a new study, which found that successful weight-loss maintainers rely on physical activity to remain in energy balance, rather than chronic restriction of dietary intake, to avoid weight regain.",1
Fake news had a substantial impact on the voting preferences of Obama 2012 voters who switched to Trump in 2016.,1
Carbon payments could prove more profitable than extractive industries such as gold mining or logging for tropical nations,1
Research has found autistic people who ace intelligence tests may still have trouble navigating public transportation or preparing a meal. Scoring low on a measure of social ability predicts an incongruity between IQ and adaptive skills.,1
Algae toxin may be causing Alzheimer's in dolphins. Illness could signal risks for humans,1
Seabirds With Sexually Transmitted Infections Discovered in the Wild for First Time,1
"Pairing music with medication offers potential therapeutic strategy to manage pain. When paired with music, ibuprofen reduced pain responses in the inflammation pain model by 93 percent, as compared to the drug alone",1
"A billion people may be newly exposed to diseases like dengue fever as world temperature rises by the end of the century because of global warming, says a new study that examines temperature changes on a monthly basis across the world.",1
"JAMA survey of pharmacists shows shortage of cardiac medications, antibiotics, chemotherapeutics, and intravenous fluids",1
"When parents actively encouraged their kids to explain and explore an exhibit at a children’s museum, the kids ended up spending more time discussing the exhibit and interacting with it.",1
"A frog-killing fungus is responsible for the decline of more species than any other pathogen on record, a global analysis has found, revealing that chytrid fungi have caused the decline of at least 501 amphibian species worldwide from 1965 to 2015, including 90 that have become extinct.",1
Climate Change May Have Driven Neanderthals to Cannibalism,1
Drinking 1 bottle of wine a week raises cancer risk as much as 10 cigarettes,1
Targeted nanocarriers deliver HIV latency-reversing agents to CD4+ T cells in the lymph nodes.,1
One out of four people interviewed in eastern Congo last year believed Ebola wasn't real. Researchers said their study showed more precisely how individuals' misinformed views about Ebola were undermining the response and helping to spread the deadly virus,1
"Researchers discover the earliest known genetic condition in human evolution - a 2 million-year-old species called Paranthropus robustus commonly had pitting on their massive teeth, making them look like the surface of a golf ball",1
Fluorescence discovered in tiny Brazilian frogs,1
"Dogs Can Smell Epileptic Seizures, Study Finds",1
Teen dies of tapeworm egg infestation in brain,1
"First direct detection of exoplanet through optical interferometry offers picture 10 times more detailed than previously possible. The exoplanet is a stormy super-Jupiter that's 1,800°F (980°C) and has an atmosphere of mostly carbon monoxide, scattered with clouds of iron in silicate dust.",1
"Having a Happy Spouse Is Associated With Lowered Risk of Mortality: A new study of elderly couples (n = 4,374) followed for up to 8 years showed that a 1-standard-deviation-higher level of spousal life satisfaction was associated with a 13% lower mortality risk.",1
Low-carb diet makes blood vessels more susceptible to damage.,1
"An analysis of multiple state firearm laws found that universal background checks were associated with a 14.9% reduction in overall homicide rates, violent misdemeanor laws were associated with a 18.1% reduction in homicide, and ""shall issue"" laws were associated with a 9.0% increase in homicide.",1
"Great white sharks with high levels of mercury, arsenic and lead in their blood levels that would be toxic to many animals but seem to have no adverse affect on the sharks' immune systems.",1
New research from Marshall University links walnut consumption as a contributing factor that could suppress growth and survival of breast cancers.,1
"A rubber computer eliminates the last hard components from soft robots. This rubber computer uses only soft materials and pneumatic signals, replacing electronics with pressurized air",1
Staten Island's infestation of the self-cloning Asian Longhorned Tick is more advanced than previously thought,1
Scientists Create an Artificial Cell That Makes Its Own Energy by Photosynthesising,1
Bacteria partners with virus to cause chronic wounds,1
"Woman with ‘mutant’ gene who feels no pain and heals without scarring discovered by scientists. She reported numerous burns and cuts without pain, often smelling her burning flesh before noticing any injury, as published in the British Journal of Anaesthesia, and could open door to new treatments.",1
"Older women who believe they have more social support live longer, study says. Women who reported a low level of social support were predicted to have a 20% greater risk of death during the time of the study compared to women who reported high levels of support.",1
3D printer threads electronic fibers onto fabrics creating flexible E-textiles,1
Agricultural and forestry trade drives large share of tropical deforestation emissions,1
"Gender, sexual orientation, and the desire to form lasting romantic relationships appear to influence sexual risk-taking among young adults, according to a new research. As far as the researchers are aware, this is the first study to directly compare how heterosexual men, heterosexual women",1
NAD+ supplementation rejuvenates aged gut adult stem cells,1
Study finds nearly a third of cat owners use food puzzles,1
"Researchers say they have found evidence that priming people with coffee cues—exposing them to images and other stimuli that conjured thoughts about coffee—did increase their mental construal, and also made them perceive time as shorter.",1
"A new meta-analysis strongly cautions against using gabapentin-like drugs (gabapentin, pregabalin) off label. Very little evidence exists for many prescribed uses.",1
"New drugs that unleash the immune system on cancers may backfire, fueling tumor growth",1
Cannabis users are found to be less likely to gain weight than non-users,1
"Attractive businesswomen are considered less trustworthy, less truthful and more worthy of being fired than less attractive women, finds a new study (total n=1,202). This “femme fatale effect” taps into more primal feelings of sexual insecurity, jealousy and fear among both men and women.",1
"Scientists studied a ""super-smeller"" who claimed to smell Parkinson’s disease. In a test, she smelled patients clothes and flagged just one false positive - who turned out to be undiagnosed. The study identified subtle volatile compounds that may make it easier for machines to diagnose Parkinson's.",1
"Low-quality sleep can lead to procrastination, especially among people who naturally struggle with self-regulation.",1
"Trump supporters held more sexist views after his election than they did before, according to new research, suggesting that a onetime historic event can result in measurable shifts in social attitudes (n = 1,098 Americans before and 1,192 after the election).",1
Scientists have grown a miniature brain in a dish with a spinal cord and muscles attached. The lentil-sized grey blob of human brain cells were seen to spontaneously send out tendril-like connections to link up with the spinal cord and muscle tissue. The muscles were then seen to visibly contract.,1
Coviu receives CRC-P Grant to apply Artificial Intelligence to telerehabilitation,1
